Piezómetro,Fecha,Cota Terreno,Lectura mes ant,Lectura mes act,Cota del nivel de agua (msnm)
25,01/01/2003,3.92,,,
26,01/01/2003,4.06,0.62,0.53,3.53
27,01/01/2003,4.66,1.10,1.10,3.56
28,01/01/2003,4.58,,1.12,3.46
29,01/01/2003,4.13,,1.25,2.88
30,01/01/2003,3.45,1.15,1.08,2.37
31,01/01/2003,2.75,0.77,0.78,1.97
32,01/01/2003,2.49,0.46,0.48,2.01
33,01/01/2003,2.77,0.76,0.73,2.04
34,01/01/2003,2.62,0.45,0.47,2.15
1,01/02/2003,2.67,0.43,0.85,1.82
2,01/02/2003,1.90,0.72,0.27,1.63
3,01/02/2003,1.82,0.45,0.53,1.29
4,01/02/2003,3.34,1.08,,
5,01/02/2003,3.11,0.78,0.83,2.28
6,01/02/2003,3.09,0.97,,
7,01/02/2003,2.14,0.51,0.60,1.54
8,01/02/2003,2.20,0.48,0.58,1.62
9,01/02/2003,3.84,1.72,1.05,2.79
10,01/02/2003,3.86,0.80,0.62,3.24
11,01/02/2003,3.27,0.93,0.43,2.84
12,01/02/2003,3.20,0.88,0.84,2.36
13,01/02/2003,3.13,0.06,0.40,2.73
14,01/02/2003,2.18,,0.32,1.86
15,01/02/2003,2.39,0.48,0.20,2.19
16,01/02/2003,2.83,0.77,,
17,01/02/2003,2.93,0.99,0.71,2.22
18,01/02/2003,3.19,0.55,0.48,2.71
19,01/02/2003,4.20,1.08,1.20,3.00
20,01/02/2003,3.14,0.60,0.53,2.61
21,01/02/2003,3.00,0.62,0.47,2.53
22,01/02/2003,3.02,0.58,0.61,2.41
23,01/02/2003,2.82,0.65,0.70,2.12
24,01/02/2003,3.83,1.18,1.08,2.75
25,01/02/2003,3.92,,0.80,3.12
26,01/02/2003,4.06,0.53,0.10,3.96
27,01/02/2003,4.66,1.10,0.50,4.16
28,01/02/2003,4.58,1.12,0.74,3.84
29,01/02/2003,4.13,1.25,0.45,3.68
30,01/02/2003,3.45,1.08,0.60,2.85
31,01/02/2003,2.75,0.78,0.42,2.33
32,01/02/2003,2.49,0.48,0.48,2.01
33,01/02/2003,2.77,0.73,0.72,2.05
34,01/02/2003,2.62,0.47,0.51,2.11
1,01/03/2003,2.67,0.85,0.28,1.82
2,01/03/2003,1.90,0.27,0.98,0.92
3,01/03/2003,1.82,0.53,0.58,1.24
4,01/03/2003,3.34,,1.30,2.04
5,01/03/2003,3.11,0.83,0.68,2.43
6,01/03/2003,3.09,,0.95,2.14
7,01/03/2003,2.14,0.60,0.50,1.64
8,01/03/2003,2.20,0.58,0.62,1.58
9,01/03/2003,3.84,1.05,0.87,2.97
10,01/03/2003,3.86,0.62,0.67,3.19
11,01/03/2003,3.27,0.43,0.44,2.83
12,01/03/2003,3.20,0.84,0.83,2.37
13,01/03/2003,3.13,0.40,0.69,2.44
14,01/03/2003,2.18,0.32,0.26,1.92
15,01/03/2003,2.39,0.20,0.36,2.03
16,01/03/2003,2.83,,0.75,2.08
17,01/03/2003,2.93,0.71,0.62,2.31
18,01/03/2003,3.19,0.48,0.51,2.68
19,01/03/2003,4.20,1.20,1.48,2.72
20,01/03/2003,3.14,0.53,0.58,2.56
21,01/03/2003,3.00,0.47,0.60,2.40
22,01/03/2003,3.02,0.61,0.73,2.29
23,01/03/2003,2.82,0.70,0.52,2.30
24,01/03/2003,3.83,1.08,1.42,2.41
25,01/03/2003,3.92,0.80,1.15,2.77
26,01/03/2003,4.06,0.10,0.32,3.74
27,01/03/2003,4.66,0.50,1.00,3.66
28,01/03/2003,4.58,0.74,0.78,3.80
29,01/03/2003,4.13,0.45,0.98,3.15
30,01/03/2003,3.45,0.60,0.92,2.53
31,01/03/2003,2.75,0.42,0.54,2.21
32,01/03/2003,2.49,0.48,0.48,2.01
33,01/03/2003,2.77,0.72,0.70,2.07
34,01/03/2003,2.62,0.51,0.39,2.23
1,01/04/2003,2.67,0.28,0.89,1.78
2,01/04/2003,1.90,0.98,0.81,1.09
3,01/04/2003,1.82,0.58,0.38,1.44
4,01/04/2003,3.34,1.30,1.25,2.09
5,01/04/2003,3.11,0.68,0.67,2.44
6,01/04/2003,3.09,0.95,0.86,2.23
7,01/04/2003,2.14,0.50,0.63,1.51
8,01/04/2003,2.20,0.62,0.48,1.72
9,01/04/2003,3.84,0.87,0.65,3.19
10,01/04/2003,3.86,0.67,0.64,3.22
11,01/04/2003,3.27,0.44,0.54,2.73
12,01/04/2003,3.20,0.83,0.77,2.43
13,01/04/2003,3.13,0.69,0.69,2.44
14,01/04/2003,2.18,0.26,0.41,1.77
15,01/04/2003,2.39,0.36,0.23,2.16
16,01/04/2003,2.83,0.75,0.70,2.13
17,01/04/2003,2.93,0.62,0.78,2.15
18,01/04/2003,3.19,0.51,0.63,2.56
19,01/04/2003,4.20,1.48,1.52,2.68
20,01/04/2003,3.14,0.58,0.65,2.49
21,01/04/2003,3.00,0.60,0.72,2.28
22,01/04/2003,3.02,0.73,0.70,2.32
23,01/04/2003,2.82,0.52,0.86,1.96
24,01/04/2003,3.83,1.42,1.10,2.73
25,01/04/2003,3.92,1.15,0.90,3.02
26,01/04/2003,4.06,0.32,0.54,3.52
27,01/04/2003,4.66,1.00,1.00,3.66
28,01/04/2003,4.58,0.78,0.94,3.64
29,01/04/2003,4.13,0.98,0.64,3.49
30,01/04/2003,3.45,0.92,0.52,2.93
31,01/04/2003,2.75,0.54,0.61,2.14
32,01/04/2003,2.49,0.48,0.48,2.01
33,01/04/2003,2.77,0.70,0.67,2.10
34,01/04/2003,2.62,0.39,0.50,2.12
1,01/05/2003,2.67,0.89,0.29,2.38
2,01/05/2003,1.90,0.81,0.74,1.16
3,01/05/2003,1.82,0.38,0.39,1.43
4,01/05/2003,3.34,1.25,1.26,2.08
5,01/05/2003,3.11,0.67,0.71,2.40
6,01/05/2003,3.09,0.86,0.76,2.33
7,01/05/2003,2.14,0.63,0.50,1.64
8,01/05/2003,2.20,0.48,0.46,1.74
9,01/05/2003,3.84,0.65,1.07,2.77
10,01/05/2003,3.86,0.64,0.55,3.31
11,01/05/2003,3.27,0.54,0.49,2.78
12,01/05/2003,3.20,0.77,0.74,2.46
13,01/05/2003,3.13,0.69,0.81,2.32
14,01/05/2003,2.18,0.41,0.36,1.82
15,01/05/2003,2.39,0.23,0.33,2.06
16,01/05/2003,2.83,0.70,0.77,2.06
17,01/05/2003,2.93,0.78,1.00,1.93
18,01/05/2003,3.19,0.63,0.44,2.75
19,01/05/2003,4.20,1.52,1.64,2.56
20,01/05/2003,3.14,0.65,0.49,2.65
21,01/05/2003,3.00,0.72,0.41,2.59
22,01/05/2003,3.02,0.70,0.71,2.31
23,01/05/2003,2.82,0.86,,
24,01/05/2003,3.83,1.10,1.82,2.01
25,01/05/2003,3.92,0.90,,
26,01/05/2003,4.06,0.54,0.37,3.69
27,01/05/2003,4.66,1.00,1.40,3.26
28,01/05/2003,4.58,0.94,,
29,01/05/2003,4.13,0.64,,
30,01/05/2003,3.45,0.52,0.92,2.53
31,01/05/2003,2.75,0.61,0.76,1.99
32,01/05/2003,2.49,0.48,0.40,2.09
33,01/05/2003,2.77,0.67,0.56,2.21
34,01/05/2003,2.62,0.50,0.54,2.08
1,01/06/2003,2.67,0.29,0.23,2.44
2,01/06/2003,1.90,0.74,0.82,1.08
3,01/06/2003,1.82,0.39,0.50,1.32
4,01/06/2003,3.34,1.26,1.30,2.04
5,01/06/2003,3.11,0.71,0.72,2.39
6,01/06/2003,3.09,0.76,1.03,2.06
7,01/06/2003,2.14,0.50,0.82,1.32
8,01/06/2003,2.20,0.46,0.74,1.46
9,01/06/2003,3.84,1.07,1.05,2.79
10,01/06/2003,3.86,0.55,0.65,3.21
11,01/06/2003,3.27,0.49,0.80,2.47
12,01/06/2003,3.20,0.74,0.79,2.41
13,01/06/2003,3.13,0.81,0.82,2.31
14,01/06/2003,2.18,0.36,0.35,1.83
15,01/06/2003,2.39,0.33,0.39,2.00
16,01/06/2003,2.83,0.77,0.82,2.01
17,01/06/2003,2.93,1.00,0.70,2.23
18,01/06/2003,3.19,0.44,0.48,2.71
19,01/06/2003,4.20,1.64,1.42,2.78
20,01/06/2003,3.14,0.49,0.47,2.67
21,01/06/2003,3.00,0.41,0.50,2.50
22,01/06/2003,3.02,0.71,0.67,2.35
23,01/06/2003,2.82,,,
24,01/06/2003,3.83,1.82,,
25,01/06/2003,3.92,,0.74,3.18
26,01/06/2003,4.06,0.37,0.40,3.66
27,01/06/2003,4.66,1.40,1.07,3.59
28,01/06/2003,4.58,,0.67,3.91
29,01/06/2003,4.13,,0.37,3.76
30,01/06/2003,3.45,0.92,1.30,2.15
31,01/06/2003,2.75,0.76,0.68,2.07
32,01/06/2003,2.49,0.40,0.39,2.10
33,01/06/2003,2.77,0.56,0.79,1.98
34,01/06/2003,2.62,0.54,0.44,2.18
1,01/07/2003,2.67,0.23,0.29,2.38
2,01/07/2003,1.90,0.82,0.38,1.52
3,01/07/2003,1.82,0.50,0.56,1.26
4,01/07/2003,3.34,1.30,0.70,2.64
5,01/07/2003,3.11,0.72,0.97,2.14
6,01/07/2003,3.09,1.03,1.01,2.08
7,01/07/2003,2.14,0.82,0.91,1.23
8,01/07/2003,2.20,0.74,0.80,1.40
9,01/07/2003,3.84,1.05,1.16,2.68
10,01/07/2003,3.86,0.65,0.61,3.25
11,01/07/2003,3.27,0.80,0.52,2.75
12,01/07/2003,3.20,0.79,0.71,2.49
13,01/07/2003,3.13,0.82,0.82,2.31
14,01/07/2003,2.18,0.35,0.39,1.79
15,01/07/2003,2.39,0.39,0.23,2.16
16,01/07/2003,2.83,0.82,0.51,2.32
17,01/07/2003,2.93,0.70,0.74,2.19
18,01/07/2003,3.19,0.48,0.33,2.86
19,01/07/2003,4.20,1.42,1.92,2.28
20,01/07/2003,3.14,0.47,0.45,2.70
21,01/07/2003,3.00,0.50,0.40,2.60
22,01/07/2003,3.02,0.67,0.69,2.33
23,01/07/2003,2.82,,0.69,2.13
24,01/07/2003,3.83,,,
25,01/07/2003,3.92,0.74,,
26,01/07/2003,4.06,0.40,0.39,3.67
27,01/07/2003,4.66,1.07,0.90,3.76
28,01/07/2003,4.58,0.67,0.62,3.96
29,01/07/2003,4.13,0.37,0.98,3.15
30,01/07/2003,3.45,1.30,1.30,2.15
31,01/07/2003,2.75,0.68,0.61,2.14
32,01/07/2003,2.49,0.39,0.44,2.05
33,01/07/2003,2.77,0.79,0.68,2.09
34,01/07/2003,2.62,0.44,0.36,2.26
1,01/08/2003,2.67,0.29,0.16,2.51
2,01/08/2003,1.90,0.38,0.76,1.14
3,01/08/2003,1.82,0.56,0.43,1.39
4,01/08/2003,3.34,0.70,1.32,2.02
5,01/08/2003,3.11,0.97,0.89,2.22
6,01/08/2003,3.09,1.01,1.22,1.87
7,01/08/2003,2.14,0.91,0.87,1.27
8,01/08/2003,2.20,0.80,0.57,1.63
9,01/08/2003,3.84,1.16,0.88,2.96
10,01/08/2003,3.86,0.61,0.63,3.23
11,01/08/2003,3.27,0.52,,
12,01/08/2003,3.20,0.71,0.77,2.43
13,01/08/2003,3.13,0.82,0.85,2.28
14,01/08/2003,2.18,0.39,0.33,1.85
15,01/08/2003,2.39,0.23,0.22,2.17
16,01/08/2003,2.83,0.51,0.69,2.14
17,01/08/2003,2.93,0.74,0.35,2.58
18,01/08/2003,3.19,0.33,0.28,2.91
19,01/08/2003,4.20,1.92,1.26,2.94
20,01/08/2003,3.14,0.45,0.45,2.69
21,01/08/2003,3.00,0.40,0.44,2.56
22,01/08/2003,3.02,0.69,1.04,1.98
23,01/08/2003,2.82,0.69,0.49,2.33
24,01/08/2003,3.83,,,
25,01/08/2003,3.92,,0.99,2.93
26,01/08/2003,4.06,0.39,0.35,3.71
27,01/08/2003,4.66,0.90,0.78,3.88
28,01/08/2003,4.58,0.62,0.52,4.06
29,01/08/2003,4.13,0.98,0.82,3.31
30,01/08/2003,3.45,1.30,0.84,2.61
31,01/08/2003,2.75,0.61,0.64,2.11
32,01/08/2003,2.49,0.44,0.43,2.06
33,01/08/2003,2.77,0.68,0.68,2.09
34,01/08/2003,2.62,0.36,0.34,2.28
1,01/09/2003,2.67,0.16,0.67,2.00
2,01/09/2003,1.90,0.76,0.27,1.63
3,01/09/2003,1.82,0.43,0.62,1.20
4,01/09/2003,3.34,1.32,0.91,2.44
5,01/09/2003,3.11,0.89,0.77,2.34
6,01/09/2003,3.09,1.22,0.83,2.26
7,01/09/2003,2.14,0.87,0.80,1.34
8,01/09/2003,2.20,0.57,1.22,0.98
9,01/09/2003,3.84,0.88,1.02,2.82
10,01/09/2003,3.86,0.63,0.48,3.38
11,01/09/2003,3.27,,0.54,2.73
12,01/09/2003,3.20,0.77,0.62,2.58
13,01/09/2003,3.13,0.85,0.84,2.29
14,01/09/2003,2.18,0.33,0.53,1.65
15,01/09/2003,2.39,0.22,0.80,1.59
16,01/09/2003,2.83,0.69,0.90,1.93
17,01/09/2003,2.93,0.35,0.89,2.04
18,01/09/2003,3.19,0.28,0.32,2.87
19,01/09/2003,4.20,1.26,,
20,01/09/2003,3.14,0.45,0.55,2.59
21,01/09/2003,3.00,0.44,0.60,2.40
22,01/09/2003,3.02,1.04,0.99,2.03
23,01/09/2003,2.82,0.49,1.11,1.71
24,01/09/2003,3.83,,1.30,2.53
25,01/09/2003,3.92,0.99,0.68,3.24
26,01/09/2003,4.06,0.35,0.38,3.68
27,01/09/2003,4.66,0.78,1.08,3.58
28,01/09/2003,4.58,0.52,1.01,3.57
29,01/09/2003,4.13,0.82,0.48,3.65
30,01/09/2003,3.45,0.84,0.87,2.58
31,01/09/2003,2.75,0.64,0.91,1.84
32,01/09/2003,2.49,0.43,0.42,2.07
33,01/09/2003,2.77,0.68,0.95,1.82
34,01/09/2003,2.62,0.34,0.73,1.89
1,01/10/2003,2.67,0.67,0.23,2.44
2,01/10/2003,1.90,0.27,0.82,1.08
3,01/10/2003,1.82,0.62,0.50,1.32
4,01/10/2003,3.34,0.91,1.30,2.04
5,01/10/2003,3.11,0.77,0.72,2.39
6,01/10/2003,3.09,0.83,1.03,2.06
7,01/10/2003,2.14,0.80,0.82,1.32
8,01/10/2003,2.20,1.22,0.74,1.46
9,01/10/2003,3.84,1.02,1.05,2.79
10,01/10/2003,3.86,0.48,0.85,3.01
11,01/10/2003,3.27,0.54,0.80,2.47
12,01/10/2003,3.20,0.62,0.79,2.41
13,01/10/2003,3.13,0.84,0.82,2.31
14,01/10/2003,2.18,0.53,0.35,1.83
15,01/10/2003,2.39,0.80,0.39,2.00
16,01/10/2003,2.83,0.90,0.82,2.01
17,01/10/2003,2.93,0.89,0.70,2.23
18,01/10/2003,3.19,0.32,0.48,2.71
19,01/10/2003,4.20,,1.42,2.78
20,01/10/2003,3.14,0.55,0.47,2.67
21,01/10/2003,3.00,0.60,0.50,2.50
22,01/10/2003,3.02,0.99,0.67,2.35
23,01/10/2003,2.82,1.11,,
24,01/10/2003,3.83,1.30,,
25,01/10/2003,3.92,0.68,0.74,3.18
26,01/10/2003,4.06,0.38,0.40,3.66
27,01/10/2003,4.66,1.08,1.07,3.59
28,01/10/2003,4.58,1.01,0.87,3.71
29,01/10/2003,4.13,0.48,0.37,3.76
30,01/10/2003,3.45,0.87,1.30,2.15
31,01/10/2003,2.75,0.91,0.39,2.36
32,01/10/2003,2.49,0.42,0.79,1.70
33,01/10/2003,2.77,0.95,0.44,2.33
34,01/10/2003,2.62,0.73,0.68,1.94
1,01/11/2003,2.67,0.23,0.16,2.51
2,01/11/2003,1.90,0.82,0.76,1.14
3,01/11/2003,1.82,0.50,0.43,1.39
4,01/11/2003,3.34,1.30,1.32,2.02
5,01/11/2003,3.11,0.72,0.89,2.22
6,01/11/2003,3.09,1.03,1.22,1.87
7,01/11/2003,2.14,0.82,0.87,1.27
8,01/11/2003,2.20,0.74,0.57,1.63
9,01/11/2003,3.84,1.05,0.88,2.96
10,01/11/2003,3.86,0.85,0.63,3.23
11,01/11/2003,3.27,0.80,,
12,01/11/2003,3.20,0.79,0.77,2.43
13,01/11/2003,3.13,0.82,0.85,2.28
14,01/11/2003,2.18,0.35,0.33,1.85
15,01/11/2003,2.39,0.39,0.22,2.17
16,01/11/2003,2.83,0.82,0.69,2.14
17,01/11/2003,2.93,0.70,0.35,2.58
18,01/11/2003,3.19,0.48,0.28,2.91
19,01/11/2003,4.20,1.42,1.26,2.94
20,01/11/2003,3.14,0.47,0.45,2.69
21,01/11/2003,3.00,0.50,0.44,2.56
22,01/11/2003,3.02,0.67,1.04,1.98
23,01/11/2003,2.82,,0.49,2.33
24,01/11/2003,3.83,,,
25,01/11/2003,3.92,0.74,0.99,2.93
26,01/11/2003,4.06,0.40,0.35,3.71
27,01/11/2003,4.66,1.07,0.78,3.88
28,01/11/2003,4.58,0.87,0.52,4.06
29,01/11/2003,4.13,0.37,0.82,3.31
30,01/11/2003,3.45,1.30,0.84,2.61
31,01/11/2003,2.75,0.39,0.64,2.11
32,01/11/2003,2.49,0.79,0.43,2.06
33,01/11/2003,2.77,0.44,0.68,2.09
34,01/11/2003,2.62,0.68,0.34,2.28
1,01/12/2003,2.67,0.16,0.32,2.35
2,01/12/2003,1.90,0.76,0.98,0.92
3,01/12/2003,1.82,0.43,0.45,1.37
4,01/12/2003,3.34,1.32,1.07,2.27
5,01/12/2003,3.11,0.89,0.90,2.21
6,01/12/2003,3.09,1.22,0.89,2.20
7,01/12/2003,2.14,0.87,0.65,1.49
8,01/12/2003,2.20,0.57,0.91,1.29
9,01/12/2003,3.84,0.88,1.37,2.47
10,01/12/2003,3.86,0.63,0.72,3.14
11,01/12/2003,3.27,,0.79,2.48
12,01/12/2003,3.20,0.77,,
13,01/12/2003,3.13,0.85,0.68,2.45
14,01/12/2003,2.18,0.33,0.56,1.62
15,01/12/2003,2.39,0.22,0.47,1.92
16,01/12/2003,2.83,0.69,0.77,2.06
17,01/12/2003,2.93,0.35,0.97,1.96
18,01/12/2003,3.19,0.28,0.62,2.57
19,01/12/2003,4.20,1.26,1.47,2.73
20,01/12/2003,3.14,0.45,1.13,2.01
21,01/12/2003,3.00,0.44,0.83,2.17
22,01/12/2003,3.02,1.04,0.98,2.04
23,01/12/2003,2.82,0.49,1.05,1.77
24,01/12/2003,3.83,,1.18,2.65
25,01/12/2003,3.92,0.99,0.94,2.98
26,01/12/2003,4.06,0.35,0.71,3.35
27,01/12/2003,4.66,0.78,0.67,3.99
28,01/12/2003,4.58,0.52,0.99,3.59
29,01/12/2003,4.13,0.82,0.68,3.45
30,01/12/2003,3.45,0.84,0.65,2.80
31,01/12/2003,2.75,0.64,0.32,2.43
32,01/12/2003,2.49,0.43,0.38,2.11
33,01/12/2003,2.77,0.68,0.50,2.27
34,01/12/2003,2.62,0.34,0.68,1.94
1,24/01/2002,2.67,0.93,0.99,1.68
2,24/01/2002,1.90,0.62,0.66,1.24
3,24/01/2002,1.82,0.60,0.69,1.13
4,24/01/2002,3.34,1.33,1.44,1.90
5,24/01/2002,3.11,1.02,0.94,2.17
6,24/01/2002,3.09,1.15,1.17,1.92
7,24/01/2002,2.14,0.87,0.92,1.22
8,24/01/2002,2.20,0.71,0.81,1.39
9,24/01/2002,3.84,1.65,1.72,2.12
10,24/01/2002,3.86,1.19,1.17,2.69
11,24/01/2002,3.27,1.07,1.02,2.25
12,24/01/2002,3.20,1.16,0.70,2.50
13,24/01/2002,3.13,1.47,1.21,1.92
14,24/01/2002,2.18,0.65,0.66,1.52
15,24/01/2002,2.39,0.69,0.75,1.64
16,24/01/2002,2.83,1.07,1.27,1.56
17,24/01/2002,2.93,1.21,1.20,1.73
18,24/01/2002,3.19,0.75,1.03,2.16
19,24/01/2002,4.20,1.94,1.80,2.40
20,24/01/2002,3.14,1.35,1.08,2.06
21,24/01/2002,3.00,1.14,1.09,1.91
22,24/01/2002,3.02,1.12,1.20,1.82
23,24/01/2002,2.82,1.17,1.25,1.57
24,24/01/2002,3.83,1.17,1.45,2.38
25,24/01/2002,3.92,,,3.92
26,24/01/2002,4.06,0.79,0.80,3.26
27,24/01/2002,4.66,0.00,2.28,2.38
28,24/01/2002,4.58,1.66,0.66,3.92
29,24/01/2002,4.13,2.27,1.94,2.19
30,24/01/2002,3.45,1.57,1.23,2.22
31,24/01/2002,2.75,0.90,0.95,1.80
32,24/01/2002,2.49,0.82,0.76,1.73
33,24/01/2002,2.77,0.95,0.80,1.97
34,24/01/2002,2.62,0.91,0.71,1.91
1,25/02/2002,2.67,0.99,0.95,1.72
2,25/02/2002,1.90,0.66,0.46,1.44
3,25/02/2002,1.82,0.69,0.35,1.47
4,25/02/2002,3.34,1.44,1.20,2.14
5,25/02/2002,3.11,0.94,0.76,2.35
6,25/02/2002,3.09,1.17,0.94,2.15
7,25/02/2002,2.14,0.92,0.65,1.49
8,25/02/2002,2.20,0.81,0.63,1.57
9,25/02/2002,3.84,1.72,1.39,2.45
10,25/02/2002,3.86,1.17,0.76,3.10
11,25/02/2002,3.27,1.02,0.67,2.60
12,25/02/2002,3.20,0.70,0.81,2.39
13,25/02/2002,3.13,1.21,0.64,2.49
14,25/02/2002,2.18,0.66,0.39,1.79
15,25/02/2002,2.39,0.75,0.53,1.86
16,25/02/2002,2.83,1.27,0.84,1.99
17,25/02/2002,2.93,1.20,1.03,1.90
18,25/02/2002,3.19,1.03,0.59,2.60
19,25/02/2002,4.20,1.80,1.77,2.43
20,25/02/2002,3.14,1.08,0.95,2.19
21,25/02/2002,3.00,1.09,0.83,2.17
22,25/02/2002,3.02,1.20,0.98,2.04
23,25/02/2002,2.82,1.25,0.90,1.92
24,25/02/2002,3.83,1.45,1.15,2.68
25,25/02/2002,3.92,,1.37,2.55
26,25/02/2002,4.06,0.80,0.68,3.38
27,25/02/2002,4.66,2.28,0.00,4.66
28,25/02/2002,4.58,0.66,0.49,4.09
29,25/02/2002,4.13,1.94,1.70,2.43
30,25/02/2002,3.45,1.23,0.88,2.57
31,25/02/2002,2.75,0.95,0.89,1.86
32,25/02/2002,2.49,0.76,0.42,2.07
33,25/02/2002,2.77,0.80,0.73,2.04
34,25/02/2002,2.62,0.71,0.58,2.04
1,01/03/2002,2.67,0.95,0.86,1.81
2,01/03/2002,1.90,0.46,0.55,1.35
3,01/03/2002,1.82,0.35,0.58,1.24
4,01/03/2002,3.34,1.20,0.12,3.22
5,01/03/2002,3.11,0.76,0.59,2.52
6,01/03/2002,3.09,0.94,0.91,2.18
7,01/03/2002,2.14,0.65,0.75,1.39
8,01/03/2002,2.20,0.63,0.72,1.48
9,01/03/2002,3.84,1.39,1.56,2.28
10,01/03/2002,3.86,0.76,0.91,2.95
11,01/03/2002,3.27,0.67,0.52,2.75
12,01/03/2002,3.20,0.81,0.75,2.45
13,01/03/2002,3.13,0.64,0.92,2.21
14,01/03/2002,2.18,0.39,0.51,1.67
15,01/03/2002,2.39,0.53,0.62,1.77
16,01/03/2002,2.83,0.84,0.93,1.90
17,01/03/2002,2.93,1.03,1.05,1.88
18,01/03/2002,3.19,0.59,0.78,2.41
19,01/03/2002,4.20,1.77,1.81,2.39
20,01/03/2002,3.14,0.95,0.83,2.31
21,01/03/2002,3.00,0.83,0.80,2.20
22,01/03/2002,3.02,0.98,0.79,2.23
23,01/03/2002,2.82,0.90,0.84,1.98
24,01/03/2002,3.83,1.15,1.04,2.79
25,01/03/2002,3.92,1.37,0.98,2.94
26,01/03/2002,4.06,0.68,0.64,3.42
27,01/03/2002,4.66,0.00,0.60,4.06
28,01/03/2002,4.58,0.49,0.46,4.12
29,01/03/2002,4.13,1.70,1.35,2.78
30,01/03/2002,3.45,0.88,1.30,2.15
31,01/03/2002,2.75,0.89,0.85,1.90
32,01/03/2002,2.49,0.42,0.76,1.73
33,01/03/2002,2.77,0.73,0.98,1.79
34,01/03/2002,2.62,0.58,0.65,1.97
1,01/04/2002,2.67,0.86,0.58,2.09
2,01/04/2002,1.90,0.55,0.36,1.54
3,01/04/2002,1.82,0.58,0.33,1.49
4,01/04/2002,3.34,0.12,1.07,2.27
5,01/04/2002,3.11,0.59,0.85,2.26
6,01/04/2002,3.09,0.91,0.95,2.14
7,01/04/2002,2.14,0.75,0.57,1.57
8,01/04/2002,2.20,0.72,0.34,1.86
9,01/04/2002,3.84,1.56,1.41,2.43
10,01/04/2002,3.86,0.91,0.86,3.00
11,01/04/2002,3.27,0.52,0.84,2.43
12,01/04/2002,3.20,0.75,1.28,1.92
13,01/04/2002,3.13,0.92,0.78,2.35
14,01/04/2002,2.18,0.51,0.38,1.80
15,01/04/2002,2.39,0.62,0.34,2.05
16,01/04/2002,2.83,0.93,0.70,2.13
17,01/04/2002,2.93,1.05,0.87,2.06
18,01/04/2002,3.19,0.78,0.58,2.61
19,01/04/2002,4.20,1.81,1.62,2.58
20,01/04/2002,3.14,0.83,0.65,2.49
21,01/04/2002,3.00,0.80,0.66,2.34
22,01/04/2002,3.02,0.79,0.72,2.30
23,01/04/2002,2.82,0.84,0.80,2.02
24,01/04/2002,3.83,1.04,1.07,2.76
25,01/04/2002,3.92,0.98,,
26,01/04/2002,4.06,0.64,0.52,3.54
27,01/04/2002,4.66,0.60,2.30,2.36
28,01/04/2002,4.58,0.46,1.06,3.52
29,01/04/2002,4.13,1.35,1.04,3.09
30,01/04/2002,3.45,1.30,1.08,2.37
31,01/04/2002,2.75,0.85,0.63,2.12
32,01/04/2002,2.49,0.76,0.51,1.98
33,01/04/2002,2.77,0.98,0.91,1.86
34,01/04/2002,2.62,0.65,0.53,2.09
1,01/05/2002,2.67,0.58,0.74,1.93
2,01/05/2002,1.90,0.36,0.38,1.52
3,01/05/2002,1.82,0.33,0.34,1.48
4,01/05/2002,3.34,1.07,1.23,2.11
5,01/05/2002,3.11,0.85,0.70,2.41
6,01/05/2002,3.09,0.95,0.89,2.20
7,01/05/2002,2.14,0.57,0.79,1.35
8,01/05/2002,2.20,0.34,0.75,1.45
9,01/05/2002,3.84,1.41,1.40,2.44
10,01/05/2002,3.86,0.86,0.80,3.06
11,01/05/2002,3.27,0.84,0.90,2.37
12,01/05/2002,3.20,1.28,1.00,2.20
13,01/05/2002,3.13,0.78,0.81,2.32
14,01/05/2002,2.18,0.38,0.39,1.79
15,01/05/2002,2.39,0.34,0.28,2.11
16,01/05/2002,2.83,0.70,0.75,2.08
17,01/05/2002,2.93,0.87,0.92,2.01
18,01/05/2002,3.19,0.58,0.70,2.49
19,01/05/2002,4.20,1.62,1.65,2.55
20,01/05/2002,3.14,0.65,0.70,2.44
21,01/05/2002,3.00,0.66,0.73,2.27
22,01/05/2002,3.02,0.72,0.79,2.23
23,01/05/2002,2.82,0.80,0.77,2.05
24,01/05/2002,3.83,1.07,1.25,2.58
25,01/05/2002,3.92, ,0.94,2.98
26,01/05/2002,4.06,0.52,0.60,3.46
27,01/05/2002,4.66,2.30,0.95,3.71
28,01/05/2002,4.58,1.06,0.28,4.30
29,01/05/2002,4.13,1.04,0.98,3.15
30,01/05/2002,3.45,1.08,0.86,2.59
31,01/05/2002,2.75,0.63,0.70,2.05
32,01/05/2002,2.49,0.51,0.65,1.84
33,01/05/2002,2.77,0.91,0.74,2.03
34,01/05/2002,2.62,0.53,0.57,2.05
1,01/06/2002,2.67,0.74,0.88,1.79
2,01/06/2002,1.90,0.38,0.58,1.32
3,01/06/2002,1.82,0.34,0.64,1.18
4,01/06/2002,3.34,1.23,1.53,1.81
5,01/06/2002,3.11,0.70,,
6,01/06/2002,3.09,0.89,1.04,2.05
7,01/06/2002,2.14,0.79,0.81,1.33
8,01/06/2002,2.20,0.75,0.77,1.43
9,01/06/2002,3.84,1.40,1.46,2.38
10,01/06/2002,3.86,0.80,0.95,2.91
11,01/06/2002,3.27,0.90,0.89,2.38
12,01/06/2002,3.20,1.00,0.94,2.26
